"","SiteNo","SiteID.NMBGMR","Easting","Northing","AltVa","OSEWellID","HoleDepth","WellDepth","FormationZone.NMBGMR","DecLongVa","DecLatVa","AgencyCd","AgencyNm"
"3335","SA-0101",NA,"257,959","3,713,806","6,592","X","","","123DTMGandbas",-11978706.8,3966731.078,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3336","HS-047",NA,"289,912","3,667,727","4,241","HS-00926 POD2","60","60","",-11939236.43,3912298.176,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3337","SO-0056",NA,"319,213","3,798,780","4,908","","","","110ALVM",-11907268.74,4071116.018,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3338","SO-0103",NA,"369,308","3,816,560","6,087","","","","310ABO",-11846983.89,4093756.929,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3339","SA-0017",3.41e+14,"245,573","3,778,204","7,139","RG-31422","414","414","112QTBFppm/123DTMGign",-11995608.96,4044085.809,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3340","SO-0128",NA,"327,400","3,764,094","4,575","X","19","19","",-11896600.12,4029242.835,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3341","SA-0132",NA,"232,712","3,774,884","7,309","RG-54339","178","178","112QTBFppm",-12011000.03,4039634.391,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3342","SO-0178",NA,"328,774","3,755,365","4,550","X","50","50","",-11894754.63,4018712.001,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3343","WL-0127",NA,"303,486","3,780,212","5,952","RG-76847","280","280","",-11925814.57,4048200.078,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3344","SA-0209",NA,"246,437","3,749,897","6,992","X","","","112QTBFppm",-11993653.95,4009878.458,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3345","HS-026",NA,"289,247","3,667,770","4,247","X","","18","",-11940030.51,3912332.544,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3346","DA-0087",NA,"336,525","3,578,180","4,110","","","630","112SNTF",-11881889.51,3806517.247,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3347","SO-0069",NA,"323,402","3,818,140","4,890","","","135","112SNTF",-11902647.49,4094756.049,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3348","BW-0024",NA,"360,791","3,584,800","4,261","","","820","110ALVM",-11853307.3,3814817.921,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3349","SA-0019",3.41e+14,"231,835","3,782,318","7,717","RG-92261 POD1","120","120","123DTMGign",-12012312.08,4048607.266,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3350","SO-0177",NA,"328,774","3,755,365","4,550","X","50","20","",-11894754.63,4018712.001,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3351","DA-0043",NA,"345,568","3,590,930","4,645","","","700","112SNTF",-11871429.82,3821843.094,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3352","JM-008",NA,"324,827","3,652,693","4,795","LRG-06225","390","390","",-11897274.93,3895118.698,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3353","DA-0153",NA,"342,050","3,550,690","3,816","","","","050QUAL",-11874851.44,3774008.467,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3354","JM-001",NA,"319,283","3,645,249","4,539","LRG-07300","325","325","",-11903714.87,3886094.468,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3355","DA-0063",NA,"335,172","3,582,080","4,290","","","485","",-11883564.51,3811124.814,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3356","HS-087",NA,"289,534","3,667,662","4,239","X","205","205","",-11939685.51,3912210.559,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3357","DA-0077",NA,"307,904","3,572,520","4,465","","","172","",-11915595.19,3799197.484,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3358","SO-0026",NA,"351,680","3,808,890","5,217","","","420","112SNTF",-11868198.92,4084101.318,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3359","HS-080",NA,"290,097","3,666,867","4,269","X","","","",-11938993.81,3911272.621,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3360","DA-0113",NA,"335,386","3,561,690","3,845","","","147","112SNTF",-11882918.91,3786922.357,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3361","SO-0228",NA,"322,366","3,733,206","4,488","X","50","49","",-11901971.04,3991804.177,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3362","DA-0080",NA,"323,219","3,573,460","4,180","","","330","112SNTF",-11897521.79,3800645.385,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3363","SA-0056",3.35e+14,"207,054","3,753,340","6,811","X","200","200","112QTBFlac",-12041111.03,4012668.444,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3364","HS-027",NA,"289,217","3,667,804","4,251","X","","19","",-11940067.16,3912372.504,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3365","SA-0001",3.42e+14,"256,701","3,795,438","7,037","X","","","112QTBF",-11982730.7,4065337.79,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3366","BW-0042",NA,"362,604","3,580,160","4,110","","","452","110ALVM",-11851087.22,3809332.317,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3367","DA-0150",NA,"345,260","3,550,650","3,818","","","","050QUAL",-11871065.83,3774019.495,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3368","JM-004",NA,"316,195","3,634,692","4,399","LRG-07303","365","365","",-11907155.81,3873410.199,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3369","DA-0017",NA,"285,961","3,604,450","4,650","","","","112SNTF",-11942318.76,3836626.754,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3370","HS-071",NA,"289,470","3,667,668","4,243","X","","","",-11939761.98,3912216.096,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3371","SA-0049",3.36e+14,"205,350","3,758,670","6,932","X","","","112QTBF",-12043358.03,4019042.305,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3372","HS-112",NA,"289,250","3,668,485","4,334","X","","","",-11940045.32,3913189.287,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3373","DA-0193",NA,"338,452","3,564,650","3,850","","","","050QUAL",-11879355.78,3790491.982,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3374","MG-023",NA,"294,283","3,771,025","7,337","RG-36094","182","182","",-11936676.95,4036831.305,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3375","SA-0140",NA,"269,867","3,700,759","5,381","X","","","112QTBFppm",-11964070.75,3951391.269,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3376","JM-020",NA,"310,632","3,669,681","4,758","RG-54779","500","500","",-11914571.53,3915147.192,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3377","BW-0025",NA,"360,407","3,584,610","4,270","","","290","110ALVM",-11853758.53,3814585.707,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3378","BW-0030",NA,"359,152","3,582,880","4,335","","","2,000","110ALVM",-11855214.76,3812508.364,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3379","DA-0129",NA,"284,347","3,550,780","4,190","","","","112SNTF",-11942874.87,3772860.728,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3380","HS-089",NA,"289,763","3,667,575","4,237","X","176","176","",-11939410.21,3912112.23,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3381","DA-0061",NA,"339,072","3,584,540","4,410","","","615","112SNTF",-11878998.53,3814123.611,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3382","SO-0143",NA,"327,164","3,763,807","4,571","X","52","51","",-11896878.15,4028890.234,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3383","BW-0026",NA,"357,794","3,585,230","4,500","","","515","110ALVM",-11856860.52,3815279.295,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3384","DA-0164",NA,"321,564","3,529,880","4,178","","","","",-11898576.21,3748980.603,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3385","SO-0190",NA,"328,859","3,755,359","4,555","X","55","54","",-11894652.19,4018706.6,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3386","SO-0011",NA,"360,709","3,799,830","6,353","","","169","310ABO",-11857102.39,4073255.154,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3387","HS-073",NA,"290,792","3,667,664","4,243","X","","","",-11938185.45,3912245.308,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3388","DA-0065",NA,"349,936","3,588,820","5,130","","","","",-11866221.55,3819412.28,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3389","SA-0109",NA,"250,928","3,715,353","6,744","RG-77847","270","270","112QTBFppm",-11987175.6,3968376.756,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3390","SO-0126",NA,"327,331","3,764,068","4,576","X","50","50","110ALVM",-11896682.69,4029209.84,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3391","WL-0134",NA,"322,954","3,767,622","4,837","?","","","112SNTFP",-11902036.37,4033414.363,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3392","WL-0064",NA,"259,430","3,645,382","5,269","X","","","111ALVM",-11974927.11,3884723.607,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3393","SA-0212",NA,"253,770","3,726,587","6,559","RG-70500","295","295","112QTBFpd",-11984116.69,3981992.313,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3394","BW-0021",NA,"359,395","3,585,020","4,260","","","900","110ALVM",-11854962.68,3815056.389,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3395","HS-082",NA,"289,528","3,667,839","4,240","X","105","105","",-11939697.21,3912422.466,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3396","SA-0053",3.35e+14,"213,052","3,755,730","6,845","X","","","112QTBFlac",-12033988.59,4015776.045,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3397","SA-0059",3.35e+14,"193,384","3,749,620","6,885","X","221","221","123SPRSlower",-12057395.24,4007657.369,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3398","BW-0710",NA,"313,256","3,698,190","4,671","","","6,044","313SADR",-11912095.61,3949427.604,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3399","DA-0040",NA,"341,173","3,591,380","4,362","","","342","112SNTF",-11876641,3822296.776,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3400","SA-0134",NA,"272,014","3,698,189","5,298","RG-62422","215","215","112QTBFppm",-11961429.87,3948363.929,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3401","SO-0029",NA,"350,919","3,802,110","5,505","","","196","112SNTF",-11868989.17,4075842.551,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3402","MG-040",NA,"294,816","3,770,724","7,426","RG-56419","160","160","",-11936026.6,4036480.866,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3403","DA-0125",NA,"357,881","3,558,020","4,077","","","798","112SNTF",-11856305.32,3782973.447,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3404","SO-0092",NA,"345,768","3,791,520","5,519","","","35","110ALVM",-11875010.27,4062876.497,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3405","SO-0093",NA,"354,374","3,790,270","5,944","","","60","310ABO",-11864585.95,4061526.084,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3406","SO-0066",NA,"316,322","3,806,990","5,368","","","90","122PPTS",-11910959.92,4081024.831,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3407","MG-015",NA,"293,201","3,772,735","7,103","RG-80960","210","210","",-11938026.34,4038873.543,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3408","SA-0219",NA,"248,118","3,709,216","6,829","RG-57948","350","350","112QTBFppm",-11990349.18,3960905.853,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3409","DA-0011",NA,"327,606","3,614,820","4,380","","","","112SNTF",-11893180.27,3849941.961,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3410","DA-0039",NA,"341,673","3,597,400","4,375","","","631","112SNTF",-11876161.68,3829469.141,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3411","DA-0052",NA,"331,379","3,582,100","3,965","","","215","112SNTF",-11888050.75,3811073.936,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3412","WL-0090",NA,"204,753","3,627,290","5,815","","","","110ALVM/121GILA",-12039296.44,3861360.85,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3413","JM-016",NA,"310,158","3,672,371","4,757","RG-92010","160","160","",-11915199.38,3918360.703,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3414","BW-0037",NA,"367,093","3,585,660","3,950","","","6,015","110ALVM",-11845864.06,3815941.807,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3415","SO-0096",NA,"351,211","3,783,680","6,188","","","397","310MBLC/310ABO",-11868281.97,4053468.486,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3416","SA-0142",NA,"262,758","3,714,681","5,949","RG-43326","67","67","050QUAL",-11972984.63,3967927.899,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3417","SA-0136",NA,"271,749","3,698,014","5,262","RG-90055","138","138","112QTBFppm",-11961741.87,3948146.145,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3418","SO-0244",NA,"314,381","3,729,033","4,469","X","50","20","",-11911462.61,3986587.864,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3419","SA-0007",3.41e+14,"257,804","3,793,020","7,011","X","","","112QTBF",-11981322.72,4062438.428,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3420","DA-0041",NA,"345,330","3,598,800","4,590","","","1,011","",-11871855.39,3831203.623,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3421","JM-041",NA,"309,159","3,647,472","4,736","LRG-06883","220","220","",-11915813.65,3888524.275,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3422","DA-0014",NA,"342,834","3,613,350","4,500","","","","112SNTF",-11875084.01,3848489.98,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3423","DA-0058",NA,"335,860","3,584,600","4,340","","","900","",-11882799.45,3814133.238,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3424","SO-0231",NA,"322,379","3,733,196","4,488","X","70","67","",-11901955.21,3991792.403,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3425","SO-0005",NA,"340,002","3,796,660","7,100","","","","",-11882084.63,4069000.946,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3426","DA-0096",NA,"347,472","3,579,200","5,080","","","","112SNTF",-11868965.35,3807932.905,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3427","SO-0088",NA,"336,845","3,786,990","5,149","","","","",-11885698.32,4057194.912,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3428","SO-0221",NA,"322,383","3,733,193","4,488","X","49","20","110ALVM",-11901950.34,3991788.874,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3429","DA-0189",NA,"325,635","3,575,330","3,890","","","","050QUAL",-11894705.28,3802915.667,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3430","SA-0104",3.33e+14,"246,466","3,712,852","6,906","RG-77850","46","46","050QUAL",-11992441.2,3965227.251,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3431","DA-0151",NA,"344,460","3,549,240","3,810","","","","050QUAL",-11871983.71,3772334.594,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3432","TO-0014",NA,"370,202","3,810,060","5,855","","","50","310ABO",-11845790.5,4085861.083,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3433","MG-020",NA,"291,133","3,776,248","6,596","RG-81782","196","196","",-11940613.3,4043073.807,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3434","SA-0064",3.35e+14,"194,909","3,739,780","6,801","X","90","90","112QTBF",-12055185,3995847.568,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3435","BW-0504",NA,"365,455","3,715,490","5,115","","","230","261SNGL",-11849918.97,3971292.05,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3436","SO-0174",NA,"328,647","3,755,358","4,547","X","50","50","",-11894907.36,4018700.762,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3437","HS-074",NA,"289,374","3,668,447","4,321","X","50","50","",-11939896.47,3913146.959,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3438","HS-088",NA,"289,661","3,667,657","4,241","X","186","186","",-11939533.94,3912207.843,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3439","SA-0012",3.41e+14,"236,446","3,792,800","7,880","RG-65897","213","213","112QTBF",-12007106.37,4061472.231,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3440","MG-002",NA,"293,746","3,773,043","7,024","RG-71116","120","120","",-11937377.42,4039261.038,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3441","SO-0105",NA,"367,667","3,812,650","5,800","","","25","310ABO",-11848905.26,4088969.235,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3442","SA-0227",3.41e+14,"253,343","3,783,403","7,023","RG-76119","","","",-11986405.07,4050635.645,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3443","SO-0265",NA,"328,237","3,764,094","4,570","X","7","7","110ALVM",-11895591.67,4029261.279,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3444","JM-042",NA,"307,198","3,649,247","4,803","LRG-06884","160","160","",-11918189.03,3890601.379,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3445","MG-029",NA,"296,181","3,778,953","6,409","RG-51978","200","200","",-11934595.91,4046485.695,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3446","SO-0077",NA,"313,307","3,816,600","5,472","","","","110ALVM",-11914842.12,4092641.383,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3447","WL-0128",NA,"256,585","3,773,146","6,975","RG-81296","200","200","112QTBF",-11982174.02,4038312.956,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3448","WL-0091",NA,"204,757","3,627,320","5,814","","","","110ALVM/121GILA",-12039292.76,3861396.755,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
"3449","SO-0214",NA,"322,849","3,732,903","4,499","X","49","49","",-11901384.27,3991449.43,"NMBGMR","New Mexico Bureau of Geology and Mineral Resources"
